,dataset,data_config_signature,run_id,robustness_method,pipeline_method,pipeline_id,model_architecture,model,scenario_idx,scenario,D,D_CI_lo,D_CI_hi,err_pert,err_pert_CI_lo,err_pert_CI_hi
293,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,207cb29892c64707a2a730092d2a5c23,baseline,baseline,baseline,GRU,GRU,5,time_compress,1.0012601799751062,0.9999334151457627,1.0027339923068608,0.34603461053812645,0.3354250007297922,0.3564858866636641
294,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,207cb29892c64707a2a730092d2a5c23,baseline,baseline,baseline,GRU,GRU,6,stuck_sensor,1.0290703761374185,1.0214450350302955,1.0371526319883007,0.3556457891213533,0.34485794642745066,0.3661587958437261
295,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,207cb29892c64707a2a730092d2a5c23,baseline,baseline,baseline,GRU,GRU,7,missing_data,1.033031040459336,1.0240723800738711,1.0437643996058728,0.3570145911205909,0.34524169008220634,0.36742991805463243
296,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,249f87b882dc446fa424cb56ad26e859,revin,revin,revin_affineTrue_eps1e-5,TSMixer,TSMixer,0,drift,1.2243002507488132,1.206859044719902,1.2436196899645513,0.4249468077963684,0.41148154622818,0.4380842590133716
297,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,249f87b882dc446fa424cb56ad26e859,revin,revin,revin_affineTrue_eps1e-5,TSMixer,TSMixer,1,attenuation,1.1044913457106265,1.0907228535042062,1.120708037766324,0.3833619010625698,0.3716845042677213,0.3941613283827324
298,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,249f87b882dc446fa424cb56ad26e859,revin,revin,revin_affineTrue_eps1e-5,TSMixer,TSMixer,2,noise,1.1500289480013943,1.1342451853136863,1.1679716180981021,0.39916771235463383,0.38663416288175007,0.4111801564927824
299,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,249f87b882dc446fa424cb56ad26e859,revin,revin,revin_affineTrue_eps1e-5,TSMixer,TSMixer,3,spike,1.1045704449749925,1.0816026152791784,1.128898650993506,0.383389355912694,0.3692195304882602,0.3972374710716112
300,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,249f87b882dc446fa424cb56ad26e859,revin,revin,revin_affineTrue_eps1e-5,TSMixer,TSMixer,4,time_stretch,1.0232168992308865,1.0142280220843725,1.0318456806459506,0.3551520591011242,0.34310679284902357,0.3663648750626568
301,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,249f87b882dc446fa424cb56ad26e859,revin,revin,revin_affineTrue_eps1e-5,TSMixer,TSMixer,5,time_compress,1.0269579997213671,1.019783889504155,1.0350751487694438,0.3564505712186401,0.3445307595785121,0.36783380583390113
302,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,249f87b882dc446fa424cb56ad26e859,revin,revin,revin_affineTrue_eps1e-5,TSMixer,TSMixer,6,stuck_sensor,1.282929961196296,1.249474398816026,1.3203898614786982,0.44529680632119506,0.4292735645992699,0.46178092663403114
303,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,249f87b882dc446fa424cb56ad26e859,revin,revin,revin_affineTrue_eps1e-5,TSMixer,TSMixer,7,missing_data,1.0433995168331818,1.0300484675034605,1.0584658763966504,0.36215731693540504,0.34955376921340153,0.3730400063866481
304,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,81269ff3e448446eb88faf6d72b2ac76,baseline,baseline,baseline,TSMixer,TSMixer,0,drift,1.2314879592027945,1.2129116509953721,1.2519608863036684,0.4346193858212791,0.4230274362988924,0.44641566771823155
305,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,81269ff3e448446eb88faf6d72b2ac76,baseline,baseline,baseline,TSMixer,TSMixer,1,attenuation,1.0784886528465372,1.068007742426029,1.0894113140851174,0.380622540734231,0.36922129204721044,0.3911989886113731
306,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,81269ff3e448446eb88faf6d72b2ac76,baseline,baseline,baseline,TSMixer,TSMixer,2,noise,1.256385327503652,1.235247415297208,1.2787153360486723,0.4434062187242089,0.4311810680724628,0.45604276238386754
307,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,81269ff3e448446eb88faf6d72b2ac76,baseline,baseline,baseline,TSMixer,TSMixer,3,spike,1.1466470700387539,1.1243387451183984,1.1698595385768216,0.4046771562887414,0.3915055379168473,0.41746019086823943
308,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,81269ff3e448446eb88faf6d72b2ac76,baseline,baseline,baseline,TSMixer,TSMixer,4,time_stretch,1.0019072350070184,0.9970356911488125,1.0070210665366717,0.35359526163011323,0.34235597500558473,0.36381756985470914
309,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,81269ff3e448446eb88faf6d72b2ac76,baseline,baseline,baseline,TSMixer,TSMixer,5,time_compress,1.0002695546658649,0.9968951066143689,1.003380738690064,0.3530172879530466,0.3416866132857272,0.3632809478787298
310,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,81269ff3e448446eb88faf6d72b2ac76,baseline,baseline,baseline,TSMixer,TSMixer,6,stuck_sensor,1.0232613661830259,1.0142021661047884,1.0329770350575107,0.3611316076472285,0.3497339094519574,0.3720657647380274
311,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,81269ff3e448446eb88faf6d72b2ac76,baseline,baseline,baseline,TSMixer,TSMixer,7,missing_data,1.0204893580004413,1.0103185946930575,1.0321612248818277,0.3601533045425953,0.34826633235370613,0.3702191832045748
312,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,22b8f894079842a39dfe7caa04f2743b,revin,revin,revin_affineFalse_eps1e-5,DLinear,DLinear,0,drift,1.1973590533054725,1.1797093716638734,1.2168633472608552,0.4145956443281459,0.4012253413516805,0.42751698696538815
313,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,22b8f894079842a39dfe7caa04f2743b,revin,revin,revin_affineFalse_eps1e-5,DLinear,DLinear,1,attenuation,1.1016531134226646,1.0869509572102058,1.117526853345415,0.38145665757041136,0.3695860217816641,0.393896856307888
314,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,22b8f894079842a39dfe7caa04f2743b,revin,revin,revin_affineFalse_eps1e-5,DLinear,DLinear,2,noise,1.2597581701427771,1.2338483085265664,1.2875741580494195,0.4362018634311382,0.4209776322663605,0.4509719962492462
315,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,22b8f894079842a39dfe7caa04f2743b,revin,revin,revin_affineFalse_eps1e-5,DLinear,DLinear,3,spike,1.1486679116225371,1.0945411910317655,1.2137529997444245,0.39773592693311693,0.3751792336427533,0.4232531685456746
316,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,22b8f894079842a39dfe7caa04f2743b,revin,revin,revin_affineFalse_eps1e-5,DLinear,DLinear,4,time_stretch,1.0148187931705686,1.0067148521019147,1.024070201235063,0.3513895437374067,0.3395009034922294,0.3633037140385253
317,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,22b8f894079842a39dfe7caa04f2743b,revin,revin,revin_affineFalse_eps1e-5,DLinear,DLinear,5,time_compress,1.0056452886634843,1.0032599717502397,1.0079945936088446,0.3482131406347933,0.3365573333598113,0.35994244652382107
318,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,22b8f894079842a39dfe7caa04f2743b,revin,revin,revin_affineFalse_eps1e-5,DLinear,DLinear,6,stuck_sensor,1.086673586012517,1.0665943855775666,1.1091404616230223,0.37626987019765423,0.3627457971968654,0.3899832181241212
319,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,22b8f894079842a39dfe7caa04f2743b,revin,revin,revin_affineFalse_eps1e-5,DLinear,DLinear,7,missing_data,1.0340004597357455,1.0221083095266217,1.046723780253733,0.35803135714076545,0.3450367371070782,0.3697987887439548
320,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,60fed0bc9ac241f78ae88438e7a81bd7,baseline,baseline,baseline,DLinear,DLinear,0,drift,1.1592735551603026,1.14496697473057,1.1749664276118088,0.39444195093594026,0.38195055279290013,0.40627144042759666
321,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,60fed0bc9ac241f78ae88438e7a81bd7,baseline,baseline,baseline,DLinear,DLinear,1,attenuation,1.1163291454790767,1.1015144322612833,1.1315800526280457,0.37983014800034,0.36837206612756596,0.3912230676949909
322,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,60fed0bc9ac241f78ae88438e7a81bd7,baseline,baseline,baseline,DLinear,DLinear,2,noise,1.2593600353792047,1.233293587266708,1.2872387775358762,0.428496300182608,0.4139483772604313,0.44258402317309403
323,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,60fed0bc9ac241f78ae88438e7a81bd7,baseline,baseline,baseline,DLinear,DLinear,3,spike,1.152177368242061,1.096149918198382,1.2181773660386455,0.39202747870048044,0.36945056618971517,0.4187613530126953
324,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,60fed0bc9ac241f78ae88438e7a81bd7,baseline,baseline,baseline,DLinear,DLinear,4,time_stretch,1.012756782854255,1.0050337717791027,1.02171826663221,0.3445897298997734,0.3329185747006646,0.35604106943164543
325,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,60fed0bc9ac241f78ae88438e7a81bd7,baseline,baseline,baseline,DLinear,DLinear,5,time_compress,1.0033765149229101,1.0013065407588695,1.0053945657413697,0.3413981008259696,0.3296340485203403,0.3525940365394313
326,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,60fed0bc9ac241f78ae88438e7a81bd7,baseline,baseline,baseline,DLinear,DLinear,6,stuck_sensor,1.0647431456090335,1.048285599572957,1.0838596630651416,0.3622780505345203,0.3496015481041654,0.3744275041990669
327,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,60fed0bc9ac241f78ae88438e7a81bd7,baseline,baseline,baseline,DLinear,DLinear,7,missing_data,1.0259919704398344,1.0151667313686181,1.0385480348932477,0.34909299247228776,0.33680111898604725,0.3605426751080985
328,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,fe2451b69f01484989fc857b0fe329ad,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,RandomizedSmoothing,0,drift,1.0617653199241268,1.059635660126551,1.0637343949374989,0.6146204385757447,0.6112982191628218,0.6178431558709592
329,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,fe2451b69f01484989fc857b0fe329ad,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,RandomizedSmoothing,1,attenuation,1.079978869785587,1.0779668111254903,1.081992645034116,0.6251636535346508,0.6219580004617572,0.6283863121142983
330,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,fe2451b69f01484989fc857b0fe329ad,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,RandomizedSmoothing,2,noise,1.0298417183921067,1.0287979826256237,1.0309058365700992,0.5961409331649542,0.5931729731142521,0.5991994543279707
331,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,fe2451b69f01484989fc857b0fe329ad,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,RandomizedSmoothing,3,spike,1.0184131640343983,1.0176263672166188,1.0191689483759505,0.5895253252148628,0.5865079458341748,0.5924287666277588
332,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,fe2451b69f01484989fc857b0fe329ad,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,RandomizedSmoothing,4,time_stretch,1.117413929987219,1.114722950176048,1.1201278155481245,0.6468335580676794,0.6432469266372919,0.6503256425904482
333,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,fe2451b69f01484989fc857b0fe329ad,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,RandomizedSmoothing,5,time_compress,1.1164580847908494,1.1139880631278485,1.1188680828166264,0.6462802512466908,0.6430465546504408,0.6493912707164884
334,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,fe2451b69f01484989fc857b0fe329ad,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,RandomizedSmoothing,6,stuck_sensor,1.2183929243063343,1.213376152434479,1.223669300726106,0.7052869211703539,0.7010040569911151,0.7098281765316427
335,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,fe2451b69f01484989fc857b0fe329ad,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,RandomizedSmoothing,7,missing_data,1.2649291249916441,1.2590320599305076,1.2704843571065454,0.7322251715898513,0.7277519424848259,0.7366349034010619
336,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,d85f72e3bddb4c26a9f8c41ea567e4ec,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,GRU,RandomizedSmoothing,0,drift,1.0478314044180312,1.0458454359232054,1.0496635803525247,0.7491929358720779,0.7460794641935825,0.7522769679588079
337,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,d85f72e3bddb4c26a9f8c41ea567e4ec,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,GRU,RandomizedSmoothing,1,attenuation,0.9982247999313183,0.9972111532995902,0.9992955274048723,0.713724522253871,0.7108343803406507,0.716815768428594
338,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,d85f72e3bddb4c26a9f8c41ea567e4ec,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,GRU,RandomizedSmoothing,2,noise,1.004946193229724,1.004101238015986,1.0057811381238746,0.7185302766501903,0.7155967661511153,0.7214165237385035
339,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,d85f72e3bddb4c26a9f8c41ea567e4ec,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,GRU,RandomizedSmoothing,3,spike,1.005048193678432,1.0043408224921855,1.0057136656301504,0.7186032063364982,0.7158135424109547,0.7214745179253071
340,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,d85f72e3bddb4c26a9f8c41ea567e4ec,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,GRU,RandomizedSmoothing,4,time_stretch,1.0728150116282305,1.0684070158988976,1.0773931194297335,0.7670560596108437,0.7631240492513031,0.7706834477023036
341,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,d85f72e3bddb4c26a9f8c41ea567e4ec,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,GRU,RandomizedSmoothing,5,time_compress,1.0683863595364536,1.064559511063503,1.0725287246892616,0.7638896009147167,0.7602552120898665,0.7673439489535242
342,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,d85f72e3bddb4c26a9f8c41ea567e4ec,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,GRU,RandomizedSmoothing,6,stuck_sensor,1.1116923876880698,1.1061068466547046,1.1179683319163618,0.7948531416475773,0.7899282883824409,0.7999875800642371
343,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,d85f72e3bddb4c26a9f8c41ea567e4ec,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,GRU,RandomizedSmoothing,7,missing_data,1.2837750187422219,1.2702418671376314,1.2971290934610538,0.9178911523699761,0.9078918513991683,0.9278911995922029
344,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,923807b928ca4f5a8f179ee210ecd506,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,0,drift,1.1260705600998513,1.1227841350908145,1.1295078974951378,0.5766440840005874,0.5729827390103043,0.5802928483986854
345,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,923807b928ca4f5a8f179ee210ecd506,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,1,attenuation,1.1986247142075537,1.1936685907306832,1.2037447764123508,0.6137979935497045,0.6093875400596857,0.618357223804295
346,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,923807b928ca4f5a8f179ee210ecd506,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,2,noise,1.1429308424943818,1.1397613099673658,1.1458859461822344,0.5852779853224754,0.5812811417096854,0.589518473713249
347,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,923807b928ca4f5a8f179ee210ecd506,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,3,spike,1.0040466219089974,1.0037923678108327,1.0042958487575109,0.514157429471612,0.510517708793655,0.5178251801743358
348,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,923807b928ca4f5a8f179ee210ecd506,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,4,time_stretch,1.2044783718793513,1.2003488512103095,1.2088644226049723,0.6167955650925636,0.6128207030601054,0.621029374813363
349,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,923807b928ca4f5a8f179ee210ecd506,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,5,time_compress,1.22381725922901,1.2177967690127784,1.2300729581835823,0.6266987233638763,0.6220112004065513,0.6312941991037875
350,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,923807b928ca4f5a8f179ee210ecd506,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,6,stuck_sensor,1.5120819822569675,1.499628389737524,1.5249210593112161,0.7743148258090019,0.7669584686160087,0.7816128049569577
351,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,923807b928ca4f5a8f179ee210ecd506,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,7,missing_data,1.5720208105033624,1.55699596276949,1.5873292955689506,0.80500861351192,0.7974033948244155,0.8130242248040438
352,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,e624ca50cb7f486e825e3d5bb51efacd,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,0,drift,1.0484638043459829,1.047114834963494,1.0497351376945654,0.6640705953329802,0.6607155302117019,0.6673458328606933
353,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,e624ca50cb7f486e825e3d5bb51efacd,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,1,attenuation,1.070894180569429,1.0679254829298017,1.0738529988472971,0.678277431306243,0.6750113348385692,0.6816888227422536
354,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,e624ca50cb7f486e825e3d5bb51efacd,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,2,noise,1.0372428724530447,1.0362690289910268,1.0382668385695109,0.6569635393798351,0.6537541181486844,0.660171578719467
355,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,e624ca50cb7f486e825e3d5bb51efacd,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,3,spike,1.023634130305934,1.02296028541145,1.0243086688940182,0.6483441044867039,0.6450613075423985,0.6515476578447967
356,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,e624ca50cb7f486e825e3d5bb51efacd,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,4,time_stretch,1.0967373117850518,1.0941775665954554,1.0993360134962622,0.6946458204299212,0.6911866444129496,0.6980787553896756
357,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,e624ca50cb7f486e825e3d5bb51efacd,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,5,time_compress,1.1192963126480142,1.1159296694665195,1.1224740400024253,0.7089341240137815,0.7052455562420189,0.7126091166784615
358,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,e624ca50cb7f486e825e3d5bb51efacd,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,6,stuck_sensor,1.2243145374347455,1.2179043818586726,1.230782360423474,0.7754500254362822,0.7703322712273151,0.7803924949119241
359,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,e624ca50cb7f486e825e3d5bb51efacd,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,7,missing_data,1.2875120742367332,1.278440140748115,1.2962120457669752,0.8154777552574873,0.809152120326236,0.8217501683291047
360,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,c71aeebb723841c2b7fe8bdb650eac1e,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,RandomizedSmoothing,0,drift,1.0208516921115751,1.020127208682338,1.0216293780002226,0.6991492914319039,0.6951754149646312,0.7030460441289097
361,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,c71aeebb723841c2b7fe8bdb650eac1e,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,RandomizedSmoothing,1,attenuation,1.084591034012994,1.0817023239543402,1.0874283241909375,0.7428023666739464,0.7388560520976036,0.7472754453443735
362,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,c71aeebb723841c2b7fe8bdb650eac1e,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,RandomizedSmoothing,2,noise,1.0308296471131053,1.0301030656622236,1.031484545406733,0.7059828797221184,0.7019944975043088,0.7099966261950135
363,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,c71aeebb723841c2b7fe8bdb650eac1e,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,RandomizedSmoothing,3,spike,1.0157800819868754,1.0154117170597377,1.0161617654575712,0.6956759047955274,0.6916858201336861,0.6997715429169684
364,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,c71aeebb723841c2b7fe8bdb650eac1e,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,RandomizedSmoothing,4,time_stretch,1.0756036533961548,1.0731901273234823,1.078100340356906,0.736647191697359,0.7325995175629855,0.7407459794174879
365,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,c71aeebb723841c2b7fe8bdb650eac1e,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,RandomizedSmoothing,5,time_compress,1.076143102169207,1.0739037957950948,1.0783820000884328,0.7370166432350874,0.7329439433990419,0.7411743727498501
366,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,c71aeebb723841c2b7fe8bdb650eac1e,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,RandomizedSmoothing,6,stuck_sensor,1.1691911208537369,1.1646047220093803,1.1737777289825166,0.8007423115521669,0.795938463666588,0.8058688677314669
