,dataset,robustness_method,pipeline_id,model_architecture,metric_name,delta_value
216,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_simple_mix0.75_sev0.75_frac0.25,PatchTST,D_w,-0.06350065256015491
217,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_varying_mix0.75_sev1.0_frac0.1,TSMixer,D_w,-0.049255859454915285
218,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_simple_mix1.0_sev1.0_frac0.25,DLinear,D_w,-0.07033100005820225
219,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.01_sinit0.1,PatchTST,D_w,-0.009845503523107979
220,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.01_sinit0.1,ModernTCN,D_w,-0.0995046559573074
221,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,GRU,D_w,0.02037346334649892
222,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,TSMixer,D_w,0.0528293916855509
223,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.9_slo0.001_sinit0.1,DLinear,D_w,-0.08417338125615381
224,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.1_steps3_alpha0.02_channelsall,PatchTST,D_w,-0.1169959378948573
225,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,PatchTST,D_w,-0.1283410105515943
226,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,GRU,D_w,-0.018275480206107586
227,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.05_steps3_alpha0.02_channelsall,ModernTCN,D_w,-0.2066175674631221
228,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.1_steps3_alpha0.02_channelsall,TSMixer,D_w,-0.004761787182318233
229,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.05_steps3_alpha0.02_channelsall,DLinear,D_w,-0.3349269815327567
230,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,ModernTCN,D_w,-0.22282894794078656
231,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,GRU,D_w,-0.017385183031515483
232,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,TSMixer,D_w,-0.038036840464174215
233,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,DLinear,D_w,-0.32323853302842154
234,BeijingAir_Tiantan,revin,revin_affineFalse_eps1e-5,ModernTCN,D_w,-0.06047988161316309
235,BeijingAir_Tiantan,revin,revin_affineFalse_eps1e-5,GRU,D_w,0.2335671146273801
236,BeijingAir_Tiantan,revin,revin_affineFalse_eps1e-5,TSMixer,D_w,0.2328519630401542
237,BeijingAir_Tiantan,revin,revin_affineFalse_eps1e-5,DLinear,D_w,-0.19405144553195441
238,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,D_w,-0.00017920253740832948
239,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,GRU,D_w,-0.00024632840080296425
240,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,D_w,-0.003989816315597583
241,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,TSMixer,D_w,0.002312519045562622
242,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,D_w,-0.00028871108467831696
243,ETTh1,ensemble,ensemble_top3_mean,ModernTCN,D_w,-0.01418136036816331
244,ETTh1,ensemble,ensemble_top5_mean,GRU,D_w,0.003735066113699448
245,ETTh1,ensemble,ensemble_top10_mean,PatchTST,D_w,-0.00821242774368125
246,ETTh1,ensemble,ensemble_top5_mean,TSMixer,D_w,-0.004349479823126057
247,ETTh1,ensemble,ensemble_top5_mean,DLinear,D_w,0.00010421490269485467
248,ETTh1,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,ModernTCN,D_w,-0.003883342483359975
249,ETTh1,fault_augmentation,fa_profholdout_simple_mix1.0_sev0.75_frac0.1,GRU,D_w,-0.0022409836621597456
250,ETTh1,fault_augmentation,fa_profholdout_simple_mix0.75_sev0.75_frac0.25,PatchTST,D_w,0.008787334628178822
251,ETTh1,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,TSMixer,D_w,-0.003464639550410986
252,ETTh1,fault_augmentation,fa_profholdout_simple_mix0.75_sev1.0_frac0.25,DLinear,D_w,-0.005884410868270962
253,ETTh1,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,PatchTST,D_w,0.01756119463019079
254,ETTh1,adaptive_robust_loss,arl_alo0.25_ainit1.0_slo1e-05_sinit1.0,ModernTCN,D_w,-0.0263444978791898
255,ETTh1,adaptive_robust_loss,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,GRU,D_w,-0.003875255709326675
256,ETTh1,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,TSMixer,D_w,0.002768849064220369
257,ETTh1,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,DLinear,D_w,0.013173499828605939
258,ETTh1,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,ModernTCN,D_w,-0.00047289599601230137
259,ETTh1,randomized_training,rt_spaceraw_std0.1_channelscontinuous,ModernTCN,D_w,0.0006754215398256935
260,ETTh1,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,GRU,D_w,0.0037056309025931267
261,ETTh1,randomized_training,rt_spaceraw_std0.2_channelscontinuous,GRU,D_w,-0.005523490887291649
262,ETTh1,adversarial_training,advtrain_eps0.1_steps5_alpha0.02_channelsall,PatchTST,D_w,-0.006123796344458476
263,ETTh1,randomized_training,rt_spaceraw_std0.1_channelscontinuous,PatchTST,D_w,-0.0184863133932911
264,ETTh1,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,TSMixer,D_w,0.001670298986869545
265,ETTh1,randomized_training,rt_spaceraw_std0.1_channelscontinuous,TSMixer,D_w,-0.003806308619743959
266,ETTh1,adversarial_training,advtrain_eps0.2_steps7_alpha0.02_channelsall,DLinear,D_w,0.0017245350287895533
267,ETTh1,randomized_training,rt_spaceraw_std0.2_channelscontinuous,DLinear,D_w,0.006480719040106164
268,ETTh1,revin,revin_affineTrue_eps1e-5,ModernTCN,D_w,0.09230463768227515
269,ETTh1,revin,revin_affineTrue_eps1e-5,GRU,D_w,0.2089687553715358
270,ETTh1,revin,revin_affineFalse_eps1e-5,TSMixer,D_w,0.15706873932723253
271,ETTh1,revin,revin_affineTrue_eps1e-5,DLinear,D_w,0.0388367599401207
272,Penmanshiel_Hourly_WT08,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,D_mean,2.9874459536172182e-05
273,Penmanshiel_Hourly_WT08,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.35,GRU,D_mean,0.00017603713534319887
274,Penmanshiel_Hourly_WT08,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,D_mean,-0.0007160636299099465
275,Penmanshiel_Hourly_WT08,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,D_mean,-0.0025066515140168555
276,Penmanshiel_Hourly_WT08,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.45,DLinear,D_mean,-0.0010988165352312507
277,Penmanshiel_Hourly_WT08,ensemble,ensemble_top7_mean,ModernTCN,D_mean,-0.0014022701319378328
278,Penmanshiel_Hourly_WT08,ensemble,ensemble_top10_mean,GRU,D_mean,-0.0009517999956871748
279,Penmanshiel_Hourly_WT08,ensemble,ensemble_top7_mean,PatchTST,D_mean,0.006537191260957309
280,Penmanshiel_Hourly_WT08,ensemble,ensemble_top10_mean,TSMixer,D_mean,-0.03623051427257118
281,Penmanshiel_Hourly_WT08,ensemble,ensemble_top10_mean,DLinear,D_mean,-0.0023318724367356047
282,Penmanshiel_Hourly_WT08,fault_augmentation,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,ModernTCN,D_mean,-0.010258147714563348
283,Penmanshiel_Hourly_WT08,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,GRU,D_mean,0.0007302707645930884
284,Penmanshiel_Hourly_WT08,fault_augmentation,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,PatchTST,D_mean,0.010848502150521133
285,Penmanshiel_Hourly_WT08,fault_augmentation,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,TSMixer,D_mean,-0.035851583836365775
286,Penmanshiel_Hourly_WT08,fault_augmentation,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,DLinear,D_mean,-0.0014617037950908074
287,Penmanshiel_Hourly_WT08,adversarial_training,advtrain_eps0.05_steps3_alpha0.02_channelsall,GRU,D_mean,-0.00967852020895843
288,Penmanshiel_Hourly_WT08,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,PatchTST,D_mean,0.09168274578108937
289,Penmanshiel_Hourly_WT08,adaptive_robust_loss,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,ModernTCN,D_mean,-0.008979250927860782
290,Penmanshiel_Hourly_WT08,adaptive_robust_loss,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,GRU,D_mean,0.018966712629363336
291,Penmanshiel_Hourly_WT08,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,TSMixer,D_mean,-0.03960519275609853
292,Penmanshiel_Hourly_WT08,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,DLinear,D_mean,0.01460257948944177
293,Penmanshiel_Hourly_WT08,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,PatchTST,D_mean,-0.00459642327680676
294,Penmanshiel_Hourly_WT08,randomized_training,rt_spaceraw_std0.1_channelscontinuous,PatchTST,D_mean,-0.0016681368139921382
295,Penmanshiel_Hourly_WT08,adversarial_training,advtrain_eps0.2_steps3_alpha0.02_channelsall,ModernTCN,D_mean,-0.0209298220558769
296,Penmanshiel_Hourly_WT08,adversarial_training,advtrain_eps0.1_steps3_alpha0.02_channelsall,TSMixer,D_mean,-0.0391832811386581
297,Penmanshiel_Hourly_WT08,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,DLinear,D_mean,-0.0075225496606066145
298,Penmanshiel_Hourly_WT08,randomized_training,rt_spaceraw_std0.2_channelscontinuous,GRU,D_mean,-0.0025270062727067444
299,Penmanshiel_Hourly_WT08,randomized_training,rt_spaceraw_std0.1_channelscontinuous,TSMixer,D_mean,-0.03426486064068568
300,Penmanshiel_Hourly_WT08,randomized_training,rt_spaceraw_std0.1_channelscontinuous,DLinear,D_mean,-0.009775804320961923
301,Penmanshiel_Hourly_WT08,revin,revin_affineFalse_eps1e-5,ModernTCN,D_mean,0.03529651797327382
302,Penmanshiel_Hourly_WT08,randomized_training,rt_spaceraw_std0.1_channelscontinuous,ModernTCN,D_mean,-0.012253618039812952
303,Penmanshiel_Hourly_WT08,revin,revin_affineTrue_eps1e-5,GRU,D_mean,0.10543573346577317
304,Penmanshiel_Hourly_WT08,revin,revin_affineTrue_eps1e-5,TSMixer,D_mean,0.025119855371183775
305,Penmanshiel_Hourly_WT08,revin,revin_affineFalse_eps1e-5,DLinear,D_mean,0.00682098224863581
306,traffic,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,D_mean,0.002031176016992431
307,traffic,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,GRU,D_mean,0.003300666494574056
308,traffic,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,D_mean,-0.048131463137859765
309,traffic,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,D_mean,0.00020991952098459166
310,traffic,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,D_mean,-4.724899000896343e-05
311,traffic,ensemble,ensemble_top10_mean,ModernTCN,D_mean,0.0009749859357952584
312,traffic,ensemble,ensemble_top3_mean,GRU,D_mean,-0.017725615780599835
313,traffic,ensemble,ensemble_top3_mean,PatchTST,D_mean,0.0019477556950369124
314,traffic,ensemble,ensemble_top10_mean,TSMixer,D_mean,-0.004096488359235373
315,traffic,ensemble,ensemble_top5_mean,DLinear,D_mean,0.00020771049339973757
316,traffic,fault_augmentation,fa_profholdout_simple_mix0.75_sev0.75_frac0.25,GRU,D_mean,0.00741874875647075
317,traffic,fault_augmentation,fa_profholdout_varying_mix1.0_sev1.0_frac0.1,PatchTST,D_mean,-0.06074766789478936
318,traffic,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,ModernTCN,D_mean,-0.022416381916497308
319,traffic,fault_augmentation,fa_profholdout_simple_mix1.0_sev0.75_frac0.1,TSMixer,D_mean,0.022196599215381196
320,traffic,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,DLinear,D_mean,-0.0003318351473857728
321,traffic,randomized_training,rt_spaceraw_std0.3_channelscontinuous,GRU,D_mean,0.005117696390918747
322,traffic,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.01_sinit1.0,PatchTST,D_mean,-0.04796012548159112
323,traffic,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,ModernTCN,D_mean,-0.00033585627423970976
324,traffic,adversarial_training,advtrain_eps0.05_steps5_alpha0.02_channelsall,PatchTST,D_mean,0.009486477593571685
325,traffic,adversarial_training,advtrain_eps0.1_steps5_alpha0.02_channelsall,ModernTCN,D_mean,-0.016790818637551608
326,traffic,adaptive_robust_loss,arl_alo0.001_ainit1.5_slo0.001_sinit0.1,GRU,D_mean,-0.004909683861383796
327,traffic,randomized_training,rt_spaceraw_std0.1_channelscontinuous,PatchTST,D_mean,0.00873313175914614
328,traffic,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit1.0,TSMixer,D_mean,0.034072754276140316
329,traffic,adaptive_robust_loss,arl_alo0.001_ainit1.9_slo0.01_sinit0.1,DLinear,D_mean,0.046158801078536316
330,traffic,adversarial_training,advtrain_eps0.2_steps7_alpha0.02_channelsall,GRU,D_mean,-0.011064268464802574
331,traffic,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,TSMixer,D_mean,0.010135187556872705
332,traffic,adversarial_training,advtrain_eps0.05_steps3_alpha0.02_channelsall,DLinear,D_mean,-0.000841215303678311
333,traffic,randomized_training,rt_spaceraw_std0.1_channelscontinuous,TSMixer,D_mean,0.019380821090734912
334,traffic,randomized_training,rt_spaceraw_std0.1_channelscontinuous,DLinear,D_mean,-0.0009117171451307193
335,traffic,revin,revin_affineTrue_eps1e-5,ModernTCN,D_mean,0.12778867392177085
336,traffic,randomized_training,rt_spaceraw_std0.1_channelscontinuous,ModernTCN,D_mean,-0.032366905181468564
337,traffic,revin,revin_affineFalse_eps1e-5,GRU,D_mean,0.10477444130026559
338,traffic,revin,revin_affineFalse_eps1e-5,TSMixer,D_mean,0.13401522627606188
339,traffic,revin,revin_affineTrue_eps1e-5,DLinear,D_mean,0.042335970246583976
340,BeijingAir_Tiantan,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,D_mean,-0.006203424709382288
341,BeijingAir_Tiantan,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,GRU,D_mean,-0.0010910198986704422
342,BeijingAir_Tiantan,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,D_mean,0.0035275061132429286
343,BeijingAir_Tiantan,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,D_mean,0.002094295340811847
344,BeijingAir_Tiantan,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,D_mean,-0.0004385616340456533
345,BeijingAir_Tiantan,ensemble,ensemble_top5_mean,ModernTCN,D_mean,0.004326891686167844
346,BeijingAir_Tiantan,ensemble,ensemble_top3_mean,GRU,D_mean,0.01059235087562338
347,BeijingAir_Tiantan,ensemble,ensemble_top3_mean,PatchTST,D_mean,0.0029396424889753803
348,BeijingAir_Tiantan,ensemble,ensemble_top10_mean,TSMixer,D_mean,0.01705287430027025
349,BeijingAir_Tiantan,ensemble,ensemble_top10_mean,DLinear,D_mean,-0.003378422099299394
350,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,ModernTCN,D_mean,-0.012535437159063134
351,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,GRU,D_mean,-0.0018525183956863422
352,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_simple_mix0.75_sev0.75_frac0.25,PatchTST,D_mean,-0.011138106239254153
353,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_varying_mix0.75_sev1.0_frac0.1,TSMixer,D_mean,-0.013570096510601815
354,BeijingAir_Tiantan,fault_augmentation,fa_profholdout_simple_mix1.0_sev1.0_frac0.25,DLinear,D_mean,-0.0180189073739645
355,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.01_sinit0.1,PatchTST,D_mean,-0.0009619581498601093
356,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.01_sinit0.1,ModernTCN,D_mean,-0.019247499584938765
357,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,GRU,D_mean,0.017654241798713333
358,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,TSMixer,D_mean,0.03394048565231644
359,BeijingAir_Tiantan,adaptive_robust_loss,arl_alo0.001_ainit1.9_slo0.001_sinit0.1,DLinear,D_mean,-0.015545236362621395
360,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.1_steps3_alpha0.02_channelsall,PatchTST,D_mean,-0.029600979319492904
361,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,PatchTST,D_mean,-0.029193750391747653
362,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,GRU,D_mean,-0.006026535351305373
363,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.05_steps3_alpha0.02_channelsall,ModernTCN,D_mean,-0.06379875943215785
364,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.1_steps3_alpha0.02_channelsall,TSMixer,D_mean,0.0037916900272016996
365,BeijingAir_Tiantan,adversarial_training,advtrain_eps0.05_steps3_alpha0.02_channelsall,DLinear,D_mean,-0.07246080839844815
366,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,ModernTCN,D_mean,-0.069013764403548
367,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,GRU,D_mean,-0.028983599883673605
368,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,TSMixer,D_mean,-0.013542823459959275
369,BeijingAir_Tiantan,randomized_training,rt_spaceraw_std0.1_channelscontinuous,DLinear,D_mean,-0.07022782739591937
370,BeijingAir_Tiantan,revin,revin_affineFalse_eps1e-5,ModernTCN,D_mean,0.00084187819067294
371,BeijingAir_Tiantan,revin,revin_affineFalse_eps1e-5,GRU,D_mean,0.05672825527157643
372,BeijingAir_Tiantan,revin,revin_affineFalse_eps1e-5,TSMixer,D_mean,0.07956584778776299
373,BeijingAir_Tiantan,revin,revin_affineFalse_eps1e-5,DLinear,D_mean,-0.03611183593507272
374,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,D_mean,-7.414177672782074e-05
375,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,GRU,D_mean,-8.565269614813076e-05
376,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,D_mean,-0.0023058935546493853
377,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.5_samples30_alpha0.25,TSMixer,D_mean,0.010339229026342434
378,ETTh1,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,DLinear,D_mean,-0.00018740416618956424
379,ETTh1,ensemble,ensemble_top3_mean,ModernTCN,D_mean,-0.0042388199910199376
380,ETTh1,ensemble,ensemble_top5_mean,GRU,D_mean,-0.003465150300135944
381,ETTh1,ensemble,ensemble_top10_mean,PatchTST,D_mean,-0.006300469921076246
382,ETTh1,ensemble,ensemble_top5_mean,TSMixer,D_mean,-0.008916108544898327
383,ETTh1,ensemble,ensemble_top5_mean,DLinear,D_mean,0.0020599413681023915
384,ETTh1,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,ModernTCN,D_mean,-0.002373053672710901
385,ETTh1,fault_augmentation,fa_profholdout_simple_mix1.0_sev0.75_frac0.1,GRU,D_mean,-0.005115478387329286
386,ETTh1,fault_augmentation,fa_profholdout_simple_mix0.75_sev0.75_frac0.25,PatchTST,D_mean,0.00485572974283377
387,ETTh1,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,TSMixer,D_mean,-0.005427902486531355
388,ETTh1,fault_augmentation,fa_profholdout_simple_mix0.75_sev1.0_frac0.25,DLinear,D_mean,-0.002401101308047826
389,ETTh1,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,PatchTST,D_mean,-0.008861255345792962
390,ETTh1,adaptive_robust_loss,arl_alo0.25_ainit1.0_slo1e-05_sinit1.0,ModernTCN,D_mean,-0.021544024079443336
391,ETTh1,adaptive_robust_loss,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,GRU,D_mean,-0.02288100470318577
392,ETTh1,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,TSMixer,D_mean,-0.007504914822281883
393,ETTh1,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,DLinear,D_mean,0.007590099608641099
394,ETTh1,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,ModernTCN,D_mean,-0.0038300572322316206
395,ETTh1,randomized_training,rt_spaceraw_std0.1_channelscontinuous,ModernTCN,D_mean,-0.0033291689644969757
396,ETTh1,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,GRU,D_mean,-0.00017362175189017393
397,ETTh1,randomized_training,rt_spaceraw_std0.2_channelscontinuous,GRU,D_mean,-0.00581103891771928
398,ETTh1,adversarial_training,advtrain_eps0.1_steps5_alpha0.02_channelsall,PatchTST,D_mean,-0.005152060690886806
399,ETTh1,randomized_training,rt_spaceraw_std0.1_channelscontinuous,PatchTST,D_mean,0.012596741105476816
400,ETTh1,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,TSMixer,D_mean,-0.00788195298711658
401,ETTh1,randomized_training,rt_spaceraw_std0.1_channelscontinuous,TSMixer,D_mean,-0.009246863167395425
402,ETTh1,adversarial_training,advtrain_eps0.2_steps7_alpha0.02_channelsall,DLinear,D_mean,-0.0026608277661908097
403,ETTh1,randomized_training,rt_spaceraw_std0.2_channelscontinuous,DLinear,D_mean,-0.002461165113931685
404,ETTh1,revin,revin_affineTrue_eps1e-5,ModernTCN,D_mean,0.037226177503599356
405,ETTh1,revin,revin_affineTrue_eps1e-5,GRU,D_mean,0.07600565232951206
406,ETTh1,revin,revin_affineFalse_eps1e-5,TSMixer,D_mean,0.05313680376853536
407,ETTh1,revin,revin_affineTrue_eps1e-5,DLinear,D_mean,0.012899617427432064
408,Penmanshiel_Hourly_WT08,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,ModernTCN,err_pert_ws,0.0007086522758938396
409,Penmanshiel_Hourly_WT08,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.35,GRU,err_pert_ws,7.99018726392875e-05
410,Penmanshiel_Hourly_WT08,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,err_pert_ws,0.004885813026648256
411,Penmanshiel_Hourly_WT08,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,err_pert_ws,0.006481920923280982
412,Penmanshiel_Hourly_WT08,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.45,DLinear,err_pert_ws,0.0017312133846745792
413,Penmanshiel_Hourly_WT08,ensemble,ensemble_top7_mean,ModernTCN,err_pert_ws,-0.0072762114873243244
414,Penmanshiel_Hourly_WT08,ensemble,ensemble_top10_mean,GRU,err_pert_ws,-0.008196011793302038
415,Penmanshiel_Hourly_WT08,ensemble,ensemble_top7_mean,PatchTST,err_pert_ws,-0.009943919290388292
416,Penmanshiel_Hourly_WT08,ensemble,ensemble_top10_mean,TSMixer,err_pert_ws,-0.04864785142279576
417,Penmanshiel_Hourly_WT08,ensemble,ensemble_top10_mean,DLinear,err_pert_ws,-0.005724365934275555
418,Penmanshiel_Hourly_WT08,fault_augmentation,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,ModernTCN,err_pert_ws,-0.0035618167968816117
419,Penmanshiel_Hourly_WT08,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,GRU,err_pert_ws,4.388369245278412e-05
420,Penmanshiel_Hourly_WT08,fault_augmentation,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,PatchTST,err_pert_ws,-0.0038003617610243845
421,Penmanshiel_Hourly_WT08,fault_augmentation,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,TSMixer,err_pert_ws,-0.029213085503259184
422,Penmanshiel_Hourly_WT08,fault_augmentation,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,DLinear,err_pert_ws,-0.0021113993916661022
423,Penmanshiel_Hourly_WT08,adversarial_training,advtrain_eps0.05_steps3_alpha0.02_channelsall,GRU,err_pert_ws,-0.014610255874154987
424,Penmanshiel_Hourly_WT08,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,PatchTST,err_pert_ws,0.2542520810306145
425,Penmanshiel_Hourly_WT08,adaptive_robust_loss,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,ModernTCN,err_pert_ws,0.12932513975725746
426,Penmanshiel_Hourly_WT08,adaptive_robust_loss,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,GRU,err_pert_ws,0.09234254054529006
427,Penmanshiel_Hourly_WT08,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,TSMixer,err_pert_ws,-0.02200449103229618
428,Penmanshiel_Hourly_WT08,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,DLinear,err_pert_ws,0.058480397689764485
429,Penmanshiel_Hourly_WT08,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,PatchTST,err_pert_ws,-0.008249113472440506
430,Penmanshiel_Hourly_WT08,randomized_training,rt_spaceraw_std0.1_channelscontinuous,PatchTST,err_pert_ws,-0.006039294435255582
431,Penmanshiel_Hourly_WT08,adversarial_training,advtrain_eps0.2_steps3_alpha0.02_channelsall,ModernTCN,err_pert_ws,-0.02386293081997426
432,Penmanshiel_Hourly_WT08,adversarial_training,advtrain_eps0.1_steps3_alpha0.02_channelsall,TSMixer,err_pert_ws,-0.07034713773380791
433,Penmanshiel_Hourly_WT08,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,DLinear,err_pert_ws,-0.015083701849763764
