,dataset,pipeline_id,robustness_method,model_architecture,metric_name,delta_value
191,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,TSMixer,MSE_w,-0.02200449103229618
192,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,TSMixer,D_w,-0.08912973689855086
193,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,TSMixer,D_mean,-0.03960519275609853
194,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,TSMixer,err_pert_ws,-0.02200449103229618
195,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,TSMixer,err_pert_mean,-0.005433004800266095
196,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,TSMixer,mCE_snaive,-0.010568386445652833
197,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,TSMixer,relative_mCE_snaive,-0.01346470541224598
198,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,TSMixer,err_clean,0.008097085133820625
199,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,TSMixer,tau_mean,0.005433004800266095
200,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,DLinear,MSE_test,0.017511915263034417
201,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,DLinear,MSE_w,0.058480397689764485
202,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,DLinear,D_w,0.10181818373386031
203,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,DLinear,D_mean,0.01460257948944177
204,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,DLinear,err_pert_ws,0.058480397689764485
205,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,DLinear,err_pert_mean,0.024474227267828275
206,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,DLinear,mCE_snaive,0.054695291806267976
207,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,DLinear,relative_mCE_snaive,0.05543862251385223
208,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,DLinear,err_clean,0.017511915263034417
209,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,DLinear,tau_mean,-0.024474227267828275
210,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,PatchTST,MSE_test,-0.006792212600324976
211,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,PatchTST,MSE_w,-0.008249113472440506
212,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,PatchTST,D_w,-0.00024256517467446947
213,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,PatchTST,D_mean,-0.00459642327680676
214,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,PatchTST,err_pert_ws,-0.008249113472440506
215,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,PatchTST,err_pert_mean,-0.009082679649097869
216,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,PatchTST,mCE_snaive,-0.02074453718596292
217,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,PatchTST,relative_mCE_snaive,-0.021031312667316726
218,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,PatchTST,err_clean,-0.006792212600324976
219,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,PatchTST,tau_mean,0.009082679649097869
220,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,PatchTST,MSE_test,-0.005532569425574896
221,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,PatchTST,MSE_w,-0.006039294435255582
222,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,PatchTST,D_w,0.001754622005717188
223,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,PatchTST,D_mean,-0.0016681368139921382
224,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,PatchTST,err_pert_ws,-0.006039294435255582
225,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,PatchTST,err_pert_mean,-0.006679651260286246
226,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,PatchTST,mCE_snaive,-0.015365744722062313
227,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,PatchTST,relative_mCE_snaive,-0.015464435568685264
228,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,PatchTST,err_clean,-0.005532569425574896
229,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,PatchTST,tau_mean,0.006679651260286246
230,Penmanshiel_Hourly_WT08,advtrain_eps0.2_steps3_alpha0.02_channelsall,adversarial_training,ModernTCN,MSE_test,0.003446264170040403
231,Penmanshiel_Hourly_WT08,advtrain_eps0.2_steps3_alpha0.02_channelsall,adversarial_training,ModernTCN,MSE_w,-0.02386293081997426
232,Penmanshiel_Hourly_WT08,advtrain_eps0.2_steps3_alpha0.02_channelsall,adversarial_training,ModernTCN,D_w,-0.08242684418789059
233,Penmanshiel_Hourly_WT08,advtrain_eps0.2_steps3_alpha0.02_channelsall,adversarial_training,ModernTCN,D_mean,-0.0209298220558769
234,Penmanshiel_Hourly_WT08,advtrain_eps0.2_steps3_alpha0.02_channelsall,adversarial_training,ModernTCN,err_pert_ws,-0.02386293081997426
235,Penmanshiel_Hourly_WT08,advtrain_eps0.2_steps3_alpha0.02_channelsall,adversarial_training,ModernTCN,err_pert_mean,-0.0034020704946957636
236,Penmanshiel_Hourly_WT08,advtrain_eps0.2_steps3_alpha0.02_channelsall,adversarial_training,ModernTCN,mCE_snaive,-0.006314233231507149
237,Penmanshiel_Hourly_WT08,advtrain_eps0.2_steps3_alpha0.02_channelsall,adversarial_training,ModernTCN,relative_mCE_snaive,-0.007653678170471023
238,Penmanshiel_Hourly_WT08,advtrain_eps0.2_steps3_alpha0.02_channelsall,adversarial_training,ModernTCN,err_clean,0.003446264170040403
239,Penmanshiel_Hourly_WT08,advtrain_eps0.2_steps3_alpha0.02_channelsall,adversarial_training,ModernTCN,tau_mean,0.0034020704946957636
240,Penmanshiel_Hourly_WT08,advtrain_eps0.1_steps3_alpha0.02_channelsall,adversarial_training,TSMixer,MSE_test,-0.01694161552936424
241,Penmanshiel_Hourly_WT08,advtrain_eps0.1_steps3_alpha0.02_channelsall,adversarial_training,TSMixer,MSE_w,-0.07034713773380791
242,Penmanshiel_Hourly_WT08,advtrain_eps0.1_steps3_alpha0.02_channelsall,adversarial_training,TSMixer,D_w,-0.14602613731574676
243,Penmanshiel_Hourly_WT08,advtrain_eps0.1_steps3_alpha0.02_channelsall,adversarial_training,TSMixer,D_mean,-0.0391832811386581
244,Penmanshiel_Hourly_WT08,advtrain_eps0.1_steps3_alpha0.02_channelsall,adversarial_training,TSMixer,err_pert_ws,-0.07034713773380791
245,Penmanshiel_Hourly_WT08,advtrain_eps0.1_steps3_alpha0.02_channelsall,adversarial_training,TSMixer,err_pert_mean,-0.03171363685812795
246,Penmanshiel_Hourly_WT08,advtrain_eps0.1_steps3_alpha0.02_channelsall,adversarial_training,TSMixer,mCE_snaive,-0.07021840900864607
247,Penmanshiel_Hourly_WT08,advtrain_eps0.1_steps3_alpha0.02_channelsall,adversarial_training,TSMixer,relative_mCE_snaive,-0.072499614970014
248,Penmanshiel_Hourly_WT08,advtrain_eps0.1_steps3_alpha0.02_channelsall,adversarial_training,TSMixer,err_clean,-0.01694161552936424
249,Penmanshiel_Hourly_WT08,advtrain_eps0.1_steps3_alpha0.02_channelsall,adversarial_training,TSMixer,tau_mean,0.03171363685812795
250,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,DLinear,MSE_test,-0.0019087409218657148
251,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,DLinear,MSE_w,-0.015083701849763764
252,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,DLinear,D_w,-0.03747677175194064
253,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,DLinear,D_mean,-0.0075225496606066145
254,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,DLinear,err_pert_ws,-0.015083701849763764
255,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,DLinear,err_pert_mean,-0.004643368728633468
256,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,DLinear,mCE_snaive,-0.010050967432854385
257,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,DLinear,relative_mCE_snaive,-0.010481702649904667
258,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,DLinear,err_clean,-0.0019087409218657148
259,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,DLinear,tau_mean,0.004643368728633468
260,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.2_channelscontinuous,randomized_training,GRU,MSE_test,-0.008668331566674181
261,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.2_channelscontinuous,randomized_training,GRU,MSE_w,-0.011088340995484058
262,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.2_channelscontinuous,randomized_training,GRU,D_w,-0.005544217691116016
263,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.2_channelscontinuous,randomized_training,GRU,D_mean,-0.0025270062727067444
264,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.2_channelscontinuous,randomized_training,GRU,err_pert_ws,-0.011088340995484058
265,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.2_channelscontinuous,randomized_training,GRU,err_pert_mean,-0.00975589564845103
266,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.2_channelscontinuous,randomized_training,GRU,mCE_snaive,-0.022748138958150976
267,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.2_channelscontinuous,randomized_training,GRU,relative_mCE_snaive,-0.022804721642661896
268,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.2_channelscontinuous,randomized_training,GRU,err_clean,-0.008668331566674181
269,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.2_channelscontinuous,randomized_training,GRU,tau_mean,0.00975589564845103
270,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,TSMixer,MSE_test,-0.0006241372870630646
271,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,TSMixer,MSE_w,-0.02678790947382803
272,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,TSMixer,D_w,-0.07381180464409631
273,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,TSMixer,D_mean,-0.03426486064068568
274,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,TSMixer,err_pert_ws,-0.02678790947382803
275,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,TSMixer,err_pert_mean,-0.012754789879870054
276,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,TSMixer,mCE_snaive,-0.027265252293170783
277,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,TSMixer,relative_mCE_snaive,-0.029553923082610956
278,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,TSMixer,err_clean,-0.0006241372870630646
279,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,TSMixer,tau_mean,0.012754789879870054
280,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,DLinear,MSE_test,0.0007060926429112158
281,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,DLinear,MSE_w,-0.015395241358515388
282,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,DLinear,D_w,-0.04776128852016148
283,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,DLinear,D_mean,-0.009775804320961923
284,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,DLinear,err_pert_ws,-0.015395241358515388
285,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,DLinear,err_pert_mean,-0.0025569395653844973
286,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,DLinear,mCE_snaive,-0.0050028399608208485
287,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,DLinear,relative_mCE_snaive,-0.0055806421814219576
288,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,DLinear,err_clean,0.0007060926429112158
289,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,DLinear,tau_mean,0.0025569395653844973
290,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,ModernTCN,MSE_test,-0.004532002678757974
291,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,ModernTCN,MSE_w,0.005298565087847207
292,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,ModernTCN,D_w,0.03220787620707943
293,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,ModernTCN,D_mean,0.03529651797327382
294,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,ModernTCN,err_pert_ws,0.005298565087847207
295,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,ModernTCN,err_pert_mean,0.006827039997071682
296,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,ModernTCN,mCE_snaive,0.015257740211436222
297,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,ModernTCN,relative_mCE_snaive,0.01787032214935147
298,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,ModernTCN,err_clean,-0.004532002678757974
299,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,ModernTCN,tau_mean,-0.006827039997071682
300,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,ModernTCN,MSE_test,-0.0009645306391175557
301,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,ModernTCN,MSE_w,-0.019230661804112592
302,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,ModernTCN,D_w,-0.05406930221902617
303,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,ModernTCN,D_mean,-0.012253618039812952
304,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,ModernTCN,err_pert_ws,-0.019230661804112592
305,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,ModernTCN,err_pert_mean,-0.005133042423594469
306,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,ModernTCN,mCE_snaive,-0.010823628414384778
307,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,ModernTCN,relative_mCE_snaive,-0.011539297291358386
308,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,ModernTCN,err_clean,-0.0009645306391175557
309,Penmanshiel_Hourly_WT08,rt_spaceraw_std0.1_channelscontinuous,randomized_training,ModernTCN,tau_mean,0.005133042423594469
310,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,GRU,MSE_test,0.000945279945720523
311,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,GRU,MSE_w,0.13307979990663454
312,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,GRU,D_w,0.3811180774245002
313,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,GRU,D_mean,0.10543573346577317
314,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,GRU,err_pert_ws,0.13307979990663454
315,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,GRU,err_pert_mean,0.037509190934100156
316,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,GRU,mCE_snaive,0.08862246053195799
317,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,GRU,relative_mCE_snaive,0.09737514917492773
318,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,GRU,err_clean,0.000945279945720523
319,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,GRU,tau_mean,-0.037509190934100156
320,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,TSMixer,MSE_test,-0.005828534671349916
321,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,TSMixer,MSE_w,0.0018905875969861818
322,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,TSMixer,D_w,0.026544633692644037
323,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,TSMixer,D_mean,0.025119855371183775
324,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,TSMixer,err_pert_ws,0.0018905875969861818
325,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,TSMixer,err_pert_mean,0.002337470920148299
326,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,TSMixer,mCE_snaive,0.008977381861625555
327,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,TSMixer,relative_mCE_snaive,0.011765891697880337
328,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,TSMixer,err_clean,-0.005828534671349916
329,Penmanshiel_Hourly_WT08,revin_affineTrue_eps1e-5,revin,TSMixer,tau_mean,-0.002337470920148299
330,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,DLinear,MSE_test,0.0060091677716896386
331,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,DLinear,MSE_w,0.007705563248530223
332,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,DLinear,D_w,0.00039813476357242195
333,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,DLinear,D_mean,0.00682098224863581
334,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,DLinear,err_pert_ws,0.007705563248530223
335,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,DLinear,err_pert_mean,0.008967406552689072
336,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,DLinear,mCE_snaive,0.020711007696765038
337,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,DLinear,relative_mCE_snaive,0.021221963326673254
338,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,DLinear,err_clean,0.0060091677716896386
339,Penmanshiel_Hourly_WT08,revin_affineFalse_eps1e-5,revin,DLinear,tau_mean,-0.008967406552689072
340,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,ModernTCN,MSE_test,0.003922668683528863
341,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,ModernTCN,MSE_w,0.00464358928501607
342,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,ModernTCN,D_w,-0.0005536341634744257
343,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,ModernTCN,D_mean,0.002031176016992431
344,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,ModernTCN,err_pert_ws,0.00464358928501607
345,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,ModernTCN,err_pert_mean,0.005535308190435018
346,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,ModernTCN,mCE_snaive,0.004007853315427634
347,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,ModernTCN,relative_mCE_snaive,0.004101026277310127
348,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,ModernTCN,err_clean,0.003922668683528863
349,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,ModernTCN,tau_mean,-0.005535308190435018
350,traffic,rs_backbonebaseline_std0.5_samples30_alpha0.25,randomized_smoothing,GRU,MSE_test,-0.011134717240929626
351,traffic,rs_backbonebaseline_std0.5_samples30_alpha0.25,randomized_smoothing,GRU,MSE_w,-0.014323581236600824
352,traffic,rs_backbonebaseline_std0.5_samples30_alpha0.25,randomized_smoothing,GRU,D_w,-4.008849959391547e-05
353,traffic,rs_backbonebaseline_std0.5_samples30_alpha0.25,randomized_smoothing,GRU,D_mean,0.003300666494574056
354,traffic,rs_backbonebaseline_std0.5_samples30_alpha0.25,randomized_smoothing,GRU,err_pert_ws,-0.014323581236600824
355,traffic,rs_backbonebaseline_std0.5_samples30_alpha0.25,randomized_smoothing,GRU,err_pert_mean,-0.009562979563698115
356,traffic,rs_backbonebaseline_std0.5_samples30_alpha0.25,randomized_smoothing,GRU,mCE_snaive,-0.0069305590466548495
357,traffic,rs_backbonebaseline_std0.5_samples30_alpha0.25,randomized_smoothing,GRU,relative_mCE_snaive,-0.0067439428749195285
358,traffic,rs_backbonebaseline_std0.5_samples30_alpha0.25,randomized_smoothing,GRU,err_clean,-0.011134717240929626
359,traffic,rs_backbonebaseline_std0.5_samples30_alpha0.25,randomized_smoothing,GRU,tau_mean,0.009562979563698115
360,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,MSE_test,0.059302049526572254
361,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,MSE_w,0.04604368167817596
362,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,D_w,-0.10420081390300195
363,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,D_mean,-0.048131463137859765
364,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,err_pert_ws,0.04604368167817596
365,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,err_pert_mean,0.05221636911891392
366,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,mCE_snaive,0.03837770770322674
367,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,relative_mCE_snaive,0.03759910986535997
368,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,err_clean,0.059302049526572254
369,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,tau_mean,-0.05221636911891392
370,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,MSE_test,0.0025561180889606128
371,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,MSE_w,0.001827627789974251
372,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,D_w,-0.002319850473160301
373,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,D_mean,0.00020991952098459166
374,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,err_pert_ws,0.001827627789974251
375,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,err_pert_mean,0.0029786890815944878
376,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,mCE_snaive,0.0021746144376970644
377,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,relative_mCE_snaive,0.0021928666247968964
378,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,err_clean,0.0025561180889606128
379,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,tau_mean,-0.0029786890815944878
380,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,DLinear,MSE_test,0.00041025608181954887
381,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,DLinear,MSE_w,0.00041241710484019034
382,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,DLinear,D_w,-0.00010288047885387286
383,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,DLinear,D_mean,-4.724899000896343e-05
384,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,DLinear,err_pert_ws,0.00041241710484019034
385,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,DLinear,err_pert_mean,0.00041124431379135906
386,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,DLinear,mCE_snaive,0.0002990433801419723
387,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,DLinear,relative_mCE_snaive,0.0002967392343873332
388,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,DLinear,err_clean,0.00041025608181954887
389,traffic,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,DLinear,tau_mean,-0.00041124431379135906
390,traffic,ensemble_top10_mean,ensemble,ModernTCN,MSE_test,-0.003245624828338678
391,traffic,ensemble_top10_mean,ensemble,ModernTCN,MSE_w,-0.009335510841011918
392,traffic,ensemble_top10_mean,ensemble,ModernTCN,D_w,-0.009145083835152779
393,traffic,ensemble_top10_mean,ensemble,ModernTCN,D_mean,0.0009749859357952584
394,traffic,ensemble_top10_mean,ensemble,ModernTCN,err_pert_ws,-0.009335510841011918
395,traffic,ensemble_top10_mean,ensemble,ModernTCN,err_pert_mean,-0.0030496856942774375
396,traffic,ensemble_top10_mean,ensemble,ModernTCN,mCE_snaive,-0.0021563191050319452
