,dataset,data_config_signature,run_id,model,loader_kind,model_architecture,pipeline_id,pipeline_method,pipeline_kind,stage,robustness_method,base_pipeline_method,backbone_run_id,backbone_run_ids,backbone_architecture,eval_data_seed,test_metric,MSE_val,MSE_pert_ws_val,MSE_pert_mean_val,MSE_test,best_val_loss,robustness_scoring_semantics,perturbation_channel_fraction_max,perturbation_scenarios_signature,perturbation_scenarios_count,D_w,D_w_CI_lo,D_w_CI_hi,D_mean,D_mean_CI_lo,D_mean_CI_hi,err_pert_ws,err_pert_ws_CI_lo,err_pert_ws_CI_hi,err_pert_mean,err_pert_mean_CI_lo,err_pert_mean_CI_hi,MSE_w,worst_scenario,n_test_samples,selection_pool,mCE_snaive,relative_mCE_snaive,mPC,rPC,rho_eff,rho_eff_status
26,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,dac780dbd1084104adac95e854b5f958,DLinear,DLinear,DLinear,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,train,train,adversarial_training,baseline,,,DLinear,1515776824,MSE,0.3227537274360657,0.38663234594254753,0.3516481603679131,0.3383405032536364,0.3227536976337433,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.221883263627264,1.1999435384189057,1.246513502803021,1.0917285151002283,1.0832111485861844,1.1010175735224417,0.4134125983328442,0.4000713552735059,0.426677883095225,0.3693759752153565,0.3579552579010955,0.3799529199383995,0.4134125983328442,noise,10000,winner_pool,0.860441700065081,0.8597884804348601,0.3693759752153565,0.9159786395321853,-0.00438736852575633,computed
27,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,5ee5587a822c45ed8fbf5dd85e911272,Chronos2,pretrained,Chronos2,baseline,baseline,train,train,baseline,,,,Chronos2,1515776824,MSE,0.3609877824783325,,,0.4014521331300828,0.3609878420829773,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1599573577847928,1.1456676674408794,1.1775815436316888,1.0518599349424453,1.0456380413780548,1.0584690630489575,0.4656673556226398,0.4505488295620248,0.48113090202027115,0.4222714146367148,0.40863813191391135,0.43565554590404465,0.4656673556226398,drift,10000,winner_pool,0.987027189002587,0.9832177763004698,0.4222714146367148,0.9506969195995825,0.01080379222316713,computed
28,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,cb61bcad2c6d4727b0470d8f68f17744,GRU,GRU,GRU,rt_spaceraw_std0.2_channelscontinuous,randomized_training,train,train,randomized_training,baseline,,,GRU,1515776824,MSE,0.29833200573921204,0.31582655126424897,0.3052314551325641,0.3369307619144325,0.29833200573921204,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.058134926752879,1.0506245404103256,1.0661331782482215,1.024714445110975,1.0223332083462695,1.0273403250196265,0.35651820707911974,0.3463788855346142,0.36724162043670305,0.3452578187359657,0.33471139568095276,0.3552905746641982,0.35651820707911974,drift,10000,winner_pool,0.8079677543036188,0.8028555400339774,0.3452578187359657,0.9758816270924155,0.018209927180511065,computed
29,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,4d8873025efd4d1da4090bf291037930,TSMixer,TSMixer,TSMixer,rt_spaceraw_std0.1_channelscontinuous,randomized_training,train,train,randomized_training,baseline,,,TSMixer,1515776824,MSE,0.3341737389564514,0.399140504358996,0.353709111804698,0.3522980188521091,0.3341737389564514,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1825735228595557,1.1645574913949337,1.2020884375534955,1.0606022047903254,1.0556579031477162,1.066229223900438,0.41661830925038085,0.4046992823347377,0.4285243077346441,0.37364805553781044,0.3616624046711175,0.3838519281549557,0.41661830925038085,noise,10000,winner_pool,0.8710089305864686,0.8679149378240668,0.37364805553781044,0.9428605706111031,0.006398253244477181,computed
30,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,38e96ed59f714d25957027c2dc7eb95d,DLinear,DLinear,DLinear,rt_spaceraw_std0.1_channelscontinuous,randomized_training,train,train,randomized_training,baseline,,,DLinear,1515776824,MSE,0.32445043325424194,0.38434637186462833,0.352965121050147,0.34095533681841333,0.32445046305656433,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2115987468590432,1.1900629797088391,1.2354621331601752,1.089475260439873,1.0814886345465693,1.0979640135311206,0.4131010588240926,0.3994290390529533,0.4270478309156303,0.37146240437860545,0.35996307985566356,0.3822956296426261,0.4131010588240926,noise,10000,winner_pool,0.8654898275371146,0.8646895409033428,0.37146240437860545,0.9178730681743544,-0.0036528552699143235,computed
31,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,44d49900f195447783004972cddf02af,SeasonalNaive,SeasonalNaive,SeasonalNaive,baseline,baseline,train,train,baseline,,,,SeasonalNaive,1515776824,MSE,0.3674262464046478,,,0.3889769631446924,0.3674262464046478,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.3204154727826485,1.2906300803416229,1.3533358562189128,1.1069612040163612,1.0949918829306495,1.1196350362205758,0.5136112006922579,0.4946551243384145,0.5324046831934269,0.4305824074572765,0.4156490696599534,0.44493412077676,0.5136112006922579,noise,10000,winner_pool,1.0,1.0,0.4305824074572765,0.9033740264534326,-0.010965816311530707,computed
32,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,c84c01d3a22d4fe5830854e800349edc,ModernTCN,ModernTCN,ModernTCN,revin_affineFalse_eps1e-5,revin,train,train,revin,baseline,,,ModernTCN,1515776824,MSE,0.3116298317909241,0.37879626307159864,0.3459802662505743,0.33099350704477404,0.3116298317909241,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2153565176521544,1.1990103219423773,1.23862863009037,1.1067606404750525,1.0989821093347336,1.1153905036968463,0.4022751160874104,0.38961155252413526,0.41559243305672716,0.3663305858499579,0.3549322282196071,0.3771425631232777,0.4022751160874104,noise,10000,winner_pool,0.8534688403608726,0.8540168812815621,0.3663305858499579,0.9035377329381465,-0.009268080485273666,computed
33,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,79bd3aadca3543eb991f6c9bca5feb66,ModernTCN,ModernTCN,ModernTCN,rt_spaceraw_std0.1_channelscontinuous,randomized_training,train,train,randomized_training,baseline,,,ModernTCN,1515776824,MSE,0.3134680986404419,0.35042395899929885,0.3309664915284314,0.33456097908441446,0.3134680986404419,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1290793392260488,1.1141284880243738,1.1440612499199754,1.0592105044619657,1.05449738601265,1.0643311983082193,0.3777458891954506,0.36617460345993663,0.3891759863531233,0.35437050342929177,0.3432613955448281,0.3647249079237824,0.3777458891954506,noise,10000,winner_pool,0.8273874717350516,0.8246072618408522,0.35437050342929177,0.9440993983608177,0.006540668104881797,computed
34,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,0a3c1ca1f138463992a2135c0a32d428,ModernTCN,ModernTCN,ModernTCN,baseline,baseline,train,train,baseline,,,,ModernTCN,1515776824,MSE,0.3116857409477234,,,0.335525509723532,0.3116857409477234,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.183148641445075,1.1648539910389428,1.202886965368547,1.0714641225017787,1.0654213097708252,1.0781518070973175,0.3969765509995632,0.38428878040683034,0.40882647225363716,0.35950354585288624,0.3480512307448905,0.36979686527958666,0.3969765509995632,noise,10000,winner_pool,0.8382111001494363,0.8361465591322106,0.35950354585288624,0.9333023654259968,0.002448182646010766,computed
35,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,4abbffa5460a4c06b355f773b1087f81,GRU,GRU,GRU,revin_affineTrue_eps1e-5,revin,train,train,revin,baseline,,,GRU,1515776824,MSE,0.3061256408691406,0.4437247983685871,0.35007212340158933,0.3465443734268272,0.30612534284591675,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.4447972218684952,1.4034079812662699,1.4910825737151414,1.132677184849455,1.1251193598061677,1.141630839390113,0.5006863479812383,0.48392255854018196,0.5183989982289592,0.3925229053185169,0.38050281895627,0.40369533627385074,0.5006863479812383,stuck_sensor,10000,winner_pool,0.9193383537937277,0.923035410851567,0.3925229053185169,0.8828640793474716,-0.018683771212404277,computed
36,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,207cb29892c64707a2a730092d2a5c23,GRU,GRU,GRU,baseline,baseline,train,train,baseline,,,,GRU,1515776824,MSE,0.29940178990364075,,,0.3455990934811067,0.29940178990364075,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.063679144443995,1.055935523431772,1.072394749806824,1.0272414513836818,1.0246963769756507,1.0300398564008038,0.3676065480746038,0.35722586410931984,0.37820063342044774,0.35501371438441676,0.3444575194713607,0.3652225316487379,0.3676065480746038,drift,10000,winner_pool,0.8307158932617698,0.8256602616766393,0.35501371438441676,0.9734809656025972,0.017805628947492824,computed
37,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,249f87b882dc446fa424cb56ad26e859,TSMixer,TSMixer,TSMixer,revin_affineTrue_eps1e-5,revin,train,train,revin,baseline,,,TSMixer,1515776824,MSE,0.3202707767486572,0.41081859298069306,0.36076950394520274,0.34709362146782224,0.3202717900276184,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.282929961196296,1.249474398816026,1.3203898614786982,1.1199869208021949,1.1128485662522405,1.128143606782056,0.44529680632119506,0.4292735645992699,0.46178092663403114,0.3887403163378288,0.3768547138918006,0.399769307797793,0.44529680632119506,stuck_sensor,10000,winner_pool,0.9072515647412649,0.9092347526045581,0.3887403163378288,0.8928675696353189,-0.014308640142599194,computed
38,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,81269ff3e448446eb88faf6d72b2ac76,TSMixer,TSMixer,TSMixer,baseline,baseline,train,train,baseline,,,,TSMixer,1515776824,MSE,0.3240717947483063,,,0.35292215613917216,0.32407164573669434,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.256385327503652,1.2356785148771328,1.2787153360486723,1.094867065431011,1.0889600818128586,1.101422303164988,0.4434062187242089,0.43125483593513086,0.45604276238386754,0.3864028454176805,0.37499594453257495,0.3966188278084989,0.4434062187242089,noise,10000,winner_pool,0.8982741828796393,0.8974688609066778,0.3864028454176805,0.9133528914821589,-0.0056832015781729806,computed
39,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,22b8f894079842a39dfe7caa04f2743b,DLinear,DLinear,DLinear,revin_affineFalse_eps1e-5,revin,train,train,revin,baseline,,,DLinear,1515776824,MSE,0.33238375186920166,0.4097130095815998,0.36655806231181315,0.34625841194719176,0.3323838412761688,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2597581701427771,1.2338483085265664,1.2875741580494195,1.1060720470094707,1.0965339333289292,1.1160935321683945,0.4362018634311382,0.4209776322663605,0.4509719962492462,0.382986750496679,0.3709038688502198,0.3950078676404862,0.4362018634311382,noise,10000,winner_pool,0.8912036751947005,0.891492146411438,0.382986750496679,0.9041002371443506,-0.00945611853944156,computed
40,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,60fed0bc9ac241f78ae88438e7a81bd7,DLinear,DLinear,DLinear,baseline,baseline,train,train,baseline,,,,DLinear,1515776824,MSE,0.3247569799423218,,,0.3402492441755021,0.32475700974464417,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2593600353792047,1.233293587266708,1.2877108122241374,1.099251064760835,1.0897091026526071,1.1091898227151356,0.428496300182608,0.4139483772604313,0.44258402317309403,0.37401934394398995,0.3624576266717258,0.3852406632989002,0.428496300182608,noise,10000,winner_pool,0.8704926674979354,0.8702701830847648,0.37401934394398995,0.9097102855366086,-0.006971543894172372,computed
41,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,fe2451b69f01484989fc857b0fe329ad,RandomizedSmoothing,RandomizedSmoothing,ModernTCN,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,wrap,improve,randomized_smoothing,baseline,a0a6f9b2a8754ae0aaf937850b4287bf,,ModernTCN,74851880,MSE,0.4000979959964752,0.528062286088864,0.451843814212208,0.5788665602862835,0.3998897969722748,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2649291249916441,1.2590320599305076,1.2704843571065454,1.1133991420265332,1.1119396233232817,1.1148465809527368,0.7322251715898513,0.7277519424848259,0.7366349034010619,0.6445095315705984,0.6413959035482816,0.6476436006716453,0.7322251715898513,missing_data,10000,winner_pool,0.4671951441184251,0.4684175285797245,0.6445095315705984,0.8981505034931752,0.035197141115647645,computed
42,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,d85f72e3bddb4c26a9f8c41ea567e4ec,RandomizedSmoothing,RandomizedSmoothing,GRU,rs_backbonebaseline_std0.5_samples30_alpha0.25,randomized_smoothing,wrap,improve,randomized_smoothing,baseline,130478b6c656458bac702a6d267e7918,,GRU,74851880,MSE,0.4827027916908264,0.6731511747837067,0.5321709917001427,0.7149937792599201,0.48777174949645996,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2837750187422219,1.2702418671376314,1.2971290934610538,1.0740899211065602,1.0720523095371473,1.076334518411912,0.9178911523699761,0.9078918513991683,0.9278911995922029,0.7679676119569689,0.7650495577660762,0.7712071079684235,0.9178911523699761,missing_data,10000,winner_pool,0.5561990651863433,0.555526271700669,0.7679676119569689,0.9310207463540571,0.04422007118566684,computed
43,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,923807b928ca4f5a8f179ee210ecd506,RandomizedSmoothing,RandomizedSmoothing,PatchTST,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,wrap,improve,randomized_smoothing,baseline,966a68733399471296c536464bc22275,,PatchTST,74851880,MSE,0.3851388096809387,0.6030033422907194,0.4889417965710163,0.5120852142244577,0.3343311846256256,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.5720208105033624,1.55699596276949,1.5873292955689506,1.2480088953224344,1.244932637287535,1.2513101467953882,0.80500861351192,0.7974033948244155,0.8130242248040438,0.6390869025152176,0.6352019891976285,0.6432208158227335,0.80500861351192,missing_data,10000,winner_pool,0.4617198917233606,0.467585664008319,0.6390869025152176,0.801276340054965,-0.026120594986291157,computed
44,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,e624ca50cb7f486e825e3d5bb51efacd,RandomizedSmoothing,RandomizedSmoothing,TSMixer,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,wrap,improve,randomized_smoothing,baseline,892bc9a58a1a4da6b051823d2ca08e2a,,TSMixer,74851880,MSE,0.4230295419692993,0.5795537090500196,0.49003002177303034,0.6333748409628868,0.42147648334503174,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2875120742367332,1.278440140748115,1.2962120457669752,1.113511902972367,1.111847579108211,1.1152080461441343,0.8154777552574873,0.809152120326236,0.8217501683291047,0.7052704244554043,0.7018961995499488,0.7085417187556066,0.8154777552574873,missing_data,10000,winner_pool,0.5109771319554839,0.5122662364840442,0.7052704244554043,0.8980595513443884,0.02801480477782159,computed
45,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,c71aeebb723841c2b7fe8bdb650eac1e,RandomizedSmoothing,RandomizedSmoothing,DLinear,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,wrap,improve,randomized_smoothing,baseline,8a356407910a4d0fbf91309723d1cc26,,DLinear,74851880,MSE,0.5125615000724792,0.6204640807757775,0.5621580334417522,0.6848686217933894,0.512154757976532,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.176910058514208,1.170728067003659,1.183362383921313,1.081237548769732,1.079872344672755,1.0825945072417957,0.806028769749403,0.8002953215570747,0.811265420089215,0.740505669857189,0.7366680615118798,0.7445978222503234,0.806028769749403,missing_data,10000,winner_pool,0.5374176633942349,0.5373758941944113,0.740505669857189,0.9248661417075583,0.04273302284964342,computed
46,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,2cc8069a83dc4647b5407833906aab7d,Ensemble,Ensemble,ModernTCN,ensemble_top10_mean,ensemble,wrap,improve,ensemble,baseline,,"a0a6f9b2a8754ae0aaf937850b4287bf,57e5c7d7e301495a9ba942b047f787d5,d26c01491ee046efa69e7a3af41a971d,a8d5347f84c241d7ab51b7fa23bcbd53,3276f1a9968f475fbba8f6175af4c8e0,21c1ae5b024b43c5b8e791f16527d499,3380406f43e74bcd9a41c0c43a13ddc5,49d10c416b834a1abf1dca530aa355ff,e4ea6d634bd2470c9152db9a6bcc29a2,b859fb921cab427da4b229e4a7439e47",ModernTCN,74851880,MSE,0.3904944658279419,0.5147159081250429,0.44174339005971947,0.5716982667744159,0.3998897969722748,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2563376753199658,1.2507735144182834,1.2616863609955489,1.112342951945336,1.1110053089916168,1.1137311489312425,0.7182460714638234,0.7139273121784627,0.7224485896524787,0.635924537685886,0.6329548605094943,0.6389083304249495,0.7182460714638234,missing_data,10000,winner_pool,0.46103097169796553,0.46220597078941283,0.635924537685886,0.8990033139070432,0.03667857923019724,computed
47,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,8ce688ba76254d329bc5d01cdbec4625,Ensemble,Ensemble,GRU,ensemble_top3_mean,ensemble,wrap,improve,ensemble,baseline,,"130478b6c656458bac702a6d267e7918,2e61f4c14f0944d99ac601f7f62a77de,7f6a2a213779401b897df32677251710",GRU,74851880,MSE,0.4747636318206787,0.5960920539498329,0.5102997737806291,0.7039817544162273,0.48777174949645996,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1867706896224548,1.17813281763721,1.1957051522545519,1.0530636388313863,1.05153687258744,1.054676654015964,0.8354649121701717,0.8288632175897063,0.8424122060927004,0.7413375879764557,0.7384033650322259,0.7444869476319942,0.8354649121701717,missing_data,10000,winner_pool,0.5375576488683751,0.5359345848301742,0.7413375879764557,0.9496102259401223,0.060290626227191724,computed
48,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,5cda713228aa4ccd8356971a92f7888b,Ensemble,Ensemble,PatchTST,ensemble_top3_mean,ensemble,wrap,improve,ensemble,baseline,,"966a68733399471296c536464bc22275,25fbd9d4d0404bef95d4e92fdb2c62d0,95f5d0f6be4d453aaad59fe01e9438ed",PatchTST,74851880,MSE,0.3325592279434204,0.5645241477042436,0.4390248330940182,0.4449739832803607,0.3343311846256256,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.709450651914194,1.6909700785245025,1.7274702146655307,1.298088114155331,1.2941626414759346,1.3019587816440434,0.7606610658034683,0.7526680102250353,0.7688430288764835,0.5776154388045892,0.5744667846509302,0.5808918100857875,0.7606610658034683,missing_data,10000,winner_pool,0.41654368432248573,0.42311238139505764,0.5776154388045892,0.770363728852646,-0.03311353857563526,computed
49,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,1b70cc19ae7143bcb8cccfb1ea4178da,Ensemble,Ensemble,TSMixer,ensemble_top10_mean,ensemble,wrap,improve,ensemble,baseline,,"892bc9a58a1a4da6b051823d2ca08e2a,04fa27bbb9534629bd92c37f4c9d257e,bbae15355199447889856a3061267b3d,a9345db91c3143569d20d4e8ca5b1b4d,354e179d2c014a48abb22fc864773479,28e99ff8d44a499cbdab62fb337d03df,405347712b6e4ee28837a8270650523b,4074c40c6b644fe68bde80aa63e614dc,c6863336df174705a1c6a5b404739780,558db2800b454505882307280502fb86",TSMixer,74851880,MSE,0.3947298526763916,0.536610939949751,0.4514771841838956,0.581185748744011,0.42147648334503174,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2691317733572722,1.2616006159113626,1.2758848197863668,1.109205495092147,1.1077879664826205,1.1106958656453527,0.7376012999534607,0.7326994926925748,0.742445400596857,0.6446544261761009,0.6415714210904762,0.6478494923637714,0.7376012999534607,missing_data,10000,winner_pool,0.4672923095535639,0.4683416312384228,0.6446544261761009,0.901546200793862,0.03734752885504533,computed
50,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,3484b84a97594c9fa816b2821ca91b86,Ensemble,Ensemble,DLinear,ensemble_top5_mean,ensemble,wrap,improve,ensemble,baseline,,"8a356407910a4d0fbf91309723d1cc26,3b742aa19475408981c47601554c1153,5019bd4878654aa398fabd4ac4adf5ed,6db70b685d89455eaa117c9617eca202,bf12f16a2f0c4d0790eedae26315fa55",DLinear,74851880,MSE,0.5110814571380615,0.6178740386068821,0.5606759925099711,0.6828110410243273,0.512154757976532,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1754802989503865,1.1697758550216302,1.1819277063404052,1.0814925082531408,1.0801257534773434,1.082850603348315,0.802630926629901,0.7973604531880468,0.8078444470117987,0.7384550254203379,0.7346711114284303,0.7425205296597537,0.802630926629901,missing_data,10000,winner_pool,0.5359416762930093,0.5359156245469012,0.7384550254203379,0.9246481065460455,0.042799220321596554,computed
51,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,b315fc3627ae4576a3d1d0e69355a270,GRU,GRU,GRU,fa_profholdout_simple_mix0.75_sev0.75_frac0.25,fault_augmentation,train,train,fault_augmentation,baseline,,,GRU,74851880,MSE,0.4696827232837677,0.6731480898161729,0.5175586959465096,0.6940290438324213,0.4696827232837677,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.324176257125391,1.3105160682750903,1.338207714967226,1.078208003368457,1.0761822538642243,1.0803669542467482,0.9190167815983296,0.9090768441547453,0.928724967879653,0.7483076696302742,0.7450888369286991,0.7518085154761187,0.9190167815983296,missing_data,10000,winner_pool,0.5416790214698665,0.5411799777021309,0.7483076696302742,0.9274648276361098,0.04375454785143207,computed
52,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,37468753e1754d129b2bbc5f0e83f069,PatchTST,PatchTST,PatchTST,fa_profholdout_varying_mix1.0_sev1.0_frac0.1,fault_augmentation,train,train,fault_augmentation,baseline,,,PatchTST,74851880,MSE,0.33249610662460327,0.5190844727406899,0.42037253055969875,0.45346912956237795,0.33249610662460327,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.5027210961280748,1.4894695948986783,1.5161386344771763,1.2353926905655048,1.2324711362619383,1.2383109785520805,0.6814376274362206,0.6745746620257944,0.6885023704143614,0.5602124480584636,0.5571511963120288,0.5634998630187613,0.6814376274362206,stuck_sensor,10000,winner_pool,0.4053588254659857,0.4102659787494448,0.5602124480584636,0.8094592170059278,-0.006959040572587005,computed
53,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,c5a4959e55c74982a2807fce24d90ebd,ModernTCN,ModernTCN,ModernTCN,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,fault_augmentation,train,train,fault_augmentation,baseline,,,ModernTCN,74851880,MSE,0.4130254089832306,0.5300991442898909,0.4515343174152076,0.5943409732609988,0.4130254089832306,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2448162101768596,1.2397406082332292,1.2498450849383222,1.0889515840930435,1.087734085017743,1.0901799542589392,0.7398452778875828,0.7357044990760089,0.7439017881826312,0.6472085443239659,0.6442230443565269,0.650309764989065,0.7398452778875828,missing_data,10000,winner_pool,0.469342963431151,0.4695644383429409,0.6472085443239659,0.9183144729367111,0.0477860428349931,computed
